section,subsection,function_name,parameters,description,source_url
Input/Output,Feather,DataFrame.to_feather,"path, **kwargs",Write a DataFrame to the binary Feather format.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.to_feather.html
Input/Output,Parquet,read_parquet,"path[, engine, columns, ...]","Load a parquet object from the file path, returning a DataFrame.",https://pandas.pydata.org/docs/reference/api/pandas.read_parquet.html
Input/Output,Parquet,DataFrame.to_parquet,"[path, engine, ...]",Write a DataFrame to the binary parquet format.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.to_parquet.html
Input/Output,Iceberg,read_iceberg,"table_identifier[, ...]",Read an Apache Iceberg table into a pandas DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.read_iceberg.html
Input/Output,Iceberg,DataFrame.to_iceberg,"table_identifier[, ...]",Write a DataFrame to an Apache Iceberg table.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.to_iceberg.html
Input/Output,ORC,read_orc,"path[, columns, dtype_backend, ...]","Load an ORC object from the file path, returning a DataFrame.",https://pandas.pydata.org/docs/reference/api/pandas.read_orc.html
Input/Output,ORC,DataFrame.to_orc,"[path, engine, index, ...]",Write a DataFrame to the Optimized Row Columnar (ORC) format.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.to_orc.html
Input/Output,SAS,read_sas,"filepath_or_buffer, *[, format, ...]",Read SAS files stored as either XPORT or SAS7BDAT format files.,https://pandas.pydata.org/docs/reference/api/pandas.read_sas.html
Input/Output,SPSS,read_spss,"path[, usecols, ...]","Load an SPSS file from the file path, returning a DataFrame.",https://pandas.pydata.org/docs/reference/api/pandas.read_spss.html
Input/Output,SQL,read_sql_table,"table_name, con[, schema, ...]",Read SQL database table into a DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.read_sql_table.html
Input/Output,SQL,read_sql_query,"sql, con[, index_col, ...]",Read SQL query into a DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.read_sql_query.html
Input/Output,SQL,read_sql,"sql, con[, index_col, ...]",Read SQL query or database table into a DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.read_sql.html
Input/Output,SQL,DataFrame.to_sql,"name, con, *[, schema, ...]",Write records stored in a DataFrame to a SQL database.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.to_sql.html
Input/Output,STATA,read_stata,"filepath_or_buffer, *[, ...]",Read Stata file into DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.read_stata.html
Input/Output,STATA,DataFrame.to_stata,"path, *[, convert_dates, ...]",Export DataFrame object to Stata dta format.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.to_stata.html
Input/Output,STATA,StataReader.data_label,,Return data label of Stata file.,https://pandas.pydata.org/docs/reference/api/pandas.io.stata.StataReader.data_label.html
Input/Output,STATA,StataReader.value_labels,,Return a nested dict associating each variable name to its value and label.,https://pandas.pydata.org/docs/reference/api/pandas.io.stata.StataReader.value_labels.html
Input/Output,STATA,StataReader.variable_labels,,Return a dict associating each variable name with corresponding label.,https://pandas.pydata.org/docs/reference/api/pandas.io.stata.StataReader.variable_labels.html
Input/Output,STATA,StataWriter.write_file,,Export DataFrame object to Stata dta format.,https://pandas.pydata.org/docs/reference/api/pandas.io.stata.StataWriter.write_file.html
General Functions,Data manipulations,melt,"frame[, id_vars, value_vars, var_name, ...]","Unpivot a DataFrame from wide to long format, optionally leaving identifiers set.",https://pandas.pydata.org/docs/reference/api/pandas.melt.html
General Functions,Data manipulations,pivot,"data, *, columns[, index, values]",Return reshaped DataFrame organized by given index / column values.,https://pandas.pydata.org/docs/reference/api/pandas.pivot.html
General Functions,Data manipulations,pivot_table,"data[, values, index, columns, ...]",Create a spreadsheet-style pivot table as a DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.pivot_table.html
General Functions,Data manipulations,crosstab,"index, columns[, values, rownames, ...]",Compute a simple cross tabulation of two (or more) factors.,https://pandas.pydata.org/docs/reference/api/pandas.crosstab.html
General Functions,Data manipulations,cut,"x, bins[, right, labels, retbins, ...]",Bin values into discrete intervals.,https://pandas.pydata.org/docs/reference/api/pandas.cut.html
General Functions,Data manipulations,qcut,"x, q[, labels, retbins, precision, ...]",Quantile-based discretization function.,https://pandas.pydata.org/docs/reference/api/pandas.qcut.html
General Functions,Data manipulations,merge,"left, right[, how, on, left_on, ...]",Merge DataFrame or named Series objects with a database-style join.,https://pandas.pydata.org/docs/reference/api/pandas.merge.html
General Functions,Data manipulations,merge_ordered,"left, right[, on, left_on, ...]",Perform a merge for ordered data with optional filling/interpolation.,https://pandas.pydata.org/docs/reference/api/pandas.merge_ordered.html
General Functions,Data manipulations,merge_asof,"left, right[, on, left_on, ...]",Perform a merge by key distance.,https://pandas.pydata.org/docs/reference/api/pandas.merge_asof.html
General Functions,Data manipulations,concat,"objs, *[, axis, join, ignore_index, ...]",Concatenate pandas objects along a particular axis.,https://pandas.pydata.org/docs/reference/api/pandas.concat.html
General Functions,Data manipulations,get_dummies,"data[, prefix, prefix_sep, ...]",Convert categorical variable into dummy/indicator variables.,https://pandas.pydata.org/docs/reference/api/pandas.get_dummies.html
General Functions,Data manipulations,from_dummies,"data[, sep, default_category]",Create a categorical DataFrame from a DataFrame of dummy variables.,https://pandas.pydata.org/docs/reference/api/pandas.from_dummies.html
General Functions,Data manipulations,factorize,"values[, sort, use_na_sentinel, ...]",Encode the object as an enumerated type or categorical variable.,https://pandas.pydata.org/docs/reference/api/pandas.factorize.html
General Functions,Data manipulations,unique,values,Return unique values based on a hash table.,https://pandas.pydata.org/docs/reference/api/pandas.unique.html
General Functions,Data manipulations,lreshape,"data, groups[, dropna]",Reshape wide-format data to long.,https://pandas.pydata.org/docs/reference/api/pandas.lreshape.html
General Functions,Data manipulations,wide_to_long,"df, stubnames, i, j[, sep, suffix]",Unpivot a DataFrame from wide to long format.,https://pandas.pydata.org/docs/reference/api/pandas.wide_to_long.html
General Functions,Top-level missing data,isna,obj,Detect missing values for an array-like object.,https://pandas.pydata.org/docs/reference/api/pandas.isna.html
General Functions,Top-level missing data,isnull,obj,Detect missing values for an array-like object.,https://pandas.pydata.org/docs/reference/api/pandas.isnull.html
General Functions,Top-level missing data,notna,obj,Detect non-missing values for an array-like object.,https://pandas.pydata.org/docs/reference/api/pandas.notna.html
General Functions,Top-level missing data,notnull,obj,Detect non-missing values for an array-like object.,https://pandas.pydata.org/docs/reference/api/pandas.notnull.html
General Functions,Top-level dealing with numeric data,to_numeric,"arg[, errors, downcast, ...]",Convert argument to a numeric type.,https://pandas.pydata.org/docs/reference/api/pandas.to_numeric.html
General Functions,Top-level dealing with datetimelike data,to_datetime,"arg[, errors, dayfirst, ...]",Convert argument to datetime.,https://pandas.pydata.org/docs/reference/api/pandas.to_datetime.html
General Functions,Top-level dealing with datetimelike data,to_timedelta,"arg[, unit, errors]",Convert argument to timedelta.,https://pandas.pydata.org/docs/reference/api/pandas.to_timedelta.html
General Functions,Top-level dealing with datetimelike data,date_range,"[start, end, periods, freq, tz, ...]",Return a fixed frequency DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.date_range.html
General Functions,Top-level dealing with datetimelike data,bdate_range,"[start, end, periods, freq, tz, ...]",Return a fixed frequency DatetimeIndex with business day as the default.,https://pandas.pydata.org/docs/reference/api/pandas.bdate_range.html
General Functions,Top-level dealing with datetimelike data,period_range,"[start, end, periods, freq, name]",Return a fixed frequency PeriodIndex.,https://pandas.pydata.org/docs/reference/api/pandas.period_range.html
General Functions,Top-level dealing with datetimelike data,timedelta_range,"[start, end, periods, freq, ...]",Return a fixed frequency TimedeltaIndex with day as the default.,https://pandas.pydata.org/docs/reference/api/pandas.timedelta_range.html
General Functions,Top-level dealing with datetimelike data,infer_freq,index,Infer the most likely frequency given the input index.,https://pandas.pydata.org/docs/reference/api/pandas.infer_freq.html
General Functions,Top-level dealing with Interval data,interval_range,"[start, end, periods, freq, ...]",Return a fixed frequency IntervalIndex.,https://pandas.pydata.org/docs/reference/api/pandas.interval_range.html
General Functions,Top-level evaluation,col,col_name,Generate deferred object representing a column of a DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.col.html
General Functions,Top-level evaluation,eval,"expr[, parser, engine, local_dict, ...]",Evaluate a Python expression as a string using various backends.,https://pandas.pydata.org/docs/reference/api/pandas.eval.html
General Functions,Datetime formats,tseries.api.guess_datetime_format,"dt_str[, ...]",Guess the datetime format of a given datetime string.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.api.guess_datetime_format.html
General Functions,Hashing,util.hash_array,"vals[, encoding, hash_key, ...]","Given a 1d array, return an array of deterministic integers.",https://pandas.pydata.org/docs/reference/api/pandas.util.hash_array.html
General Functions,Hashing,util.hash_pandas_object,"obj[, index, ...]",Return a data hash of the Index/Series/DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.util.hash_pandas_object.html
General Functions,Importing from other DataFrame libraries,api.interchange.from_dataframe,"df[, allow_copy]",Build a pd.DataFrame from any DataFrame supporting the interchange protocol.,https://pandas.pydata.org/docs/reference/api/pandas.api.interchange.from_dataframe.html
GroupBy,"Indexing, iteration",DataFrameGroupBy.__iter__,,Groupby iterator.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.DataFrameGroupBy.__iter__.html
GroupBy,"Indexing, iteration",SeriesGroupBy.__iter__,,Groupby iterator.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.SeriesGroupBy.__iter__.html
GroupBy,"Indexing, iteration",DataFrameGroupBy.groups,,Dict {group name -> group labels}.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.DataFrameGroupBy.groups.html
GroupBy,"Indexing, iteration",SeriesGroupBy.groups,,Dict {group name -> group labels}.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.SeriesGroupBy.groups.html
GroupBy,"Indexing, iteration",DataFrameGroupBy.indices,,Dict {group name -> group indices}.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.DataFrameGroupBy.indices.html
GroupBy,"Indexing, iteration",SeriesGroupBy.indices,,Dict {group name -> group indices}.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.SeriesGroupBy.indices.html
GroupBy,"Indexing, iteration",DataFrameGroupBy.get_group,name,Construct DataFrame from group with provided name.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.DataFrameGroupBy.get_group.html
GroupBy,"Indexing, iteration",SeriesGroupBy.get_group,name,Construct DataFrame from group with provided name.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.SeriesGroupBy.get_group.html
GroupBy,"Indexing, iteration",Grouper,"*args, **kwargs",A Grouper allows the user to specify a groupby instruction for an object.,https://pandas.pydata.org/docs/reference/api/pandas.Grouper.html
GroupBy,Function application helper,NamedAgg,"column, aggfunc, *args, **kwargs",Helper for column specific aggregation with control over output column names.,https://pandas.pydata.org/docs/reference/api/pandas.NamedAgg.html
GroupBy,Function application,SeriesGroupBy.apply,"func, *args, **kwargs",Apply function func group-wise and combine the results together.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.SeriesGroupBy.apply.html
GroupBy,Function application,DataFrameGroupBy.apply,"func, *args[, ...]",Apply function func group-wise and combine the results together.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.DataFrameGroupBy.apply.html
GroupBy,Function application,SeriesGroupBy.agg,"[func, engine, engine_kwargs]",Aggregate using one or more operations.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.SeriesGroupBy.agg.html
GroupBy,Function application,DataFrameGroupBy.agg,"[func, engine, ...]",Aggregate using one or more operations.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.DataFrameGroupBy.agg.html
GroupBy,Function application,SeriesGroupBy.aggregate,"[func, engine, ...]",Aggregate using one or more operations.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.SeriesGroupBy.aggregate.html
GroupBy,Function application,DataFrameGroupBy.aggregate,"[func, engine, ...]",Aggregate using one or more operations.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.DataFrameGroupBy.aggregate.html
GroupBy,Function application,SeriesGroupBy.transform,"func, *args[, ...]",Call function producing a same-indexed Series on each group.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.SeriesGroupBy.transform.html
GroupBy,Function application,DataFrameGroupBy.transform,"func, *args[, ...]",Call function producing a same-indexed DataFrame on each group.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.DataFrameGroupBy.transform.html
GroupBy,Function application,SeriesGroupBy.pipe,"func, *args, **kwargs",Apply a func with arguments to this GroupBy object and return its result.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.SeriesGroupBy.pipe.html
GroupBy,Function application,DataFrameGroupBy.pipe,"func, *args, **kwargs",Apply a func with arguments to this GroupBy object and return its result.,https://pandas.pydata.org/docs/reference/api/pandas.api.typing.DataFrameGroupBy.pipe.html
